Year,Month,Day,Temperature(¡æ),wt_T,Pressure(hPa),wt_P,Wind Speed(m/s),wt_WS,Wind Direction,wt_WD,Relative Humidity(%),wt_RH,Vector Wind Speed(m/s),Vector Wind Direction(¡ã),wt_V
2008,12,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
2008,12,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
2008,12,3,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
2008,12,4,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
2008,12,5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
2008,12,6,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
2008,12,7,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
2008,12,8,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
2008,12,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
2008,12,10,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
2008,12,11,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
2008,12,12,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
2008,12,13,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
2008,12,14,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
2008,12,15,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
2008,12,16,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
2008,12,17,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
2008,12,18,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
2008,12,19,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
2008,12,20,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
2008,12,21,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
2008,12,22,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
2008,12,23,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
2008,12,24,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
2008,12,25,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
2008,12,26,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
2008,12,27,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
2008,12,28,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
2008,12,29,-20.72,0.75,707.26,0.875,7.54,0.875,138.57,0.875,NA,0,7.38,137.66,0.875
2008,12,30,-22.08,0.625,706.11,1,8.09,1,133.75,1,NA,0,8.06,133.63,1
2008,12,31,-23,0.75,708.11,1,7.79,1,138,1,NA,0,7.67,136.77,1
