Year,Month,Day,Temperature(¡æ),wt_T,Pressure(hPa),wt_P,Wind Speed(m/s),wt_WS,Wind Direction,wt_WD,Relative Humidity(%),wt_RH,Vector Wind Speed(m/s),Vector Wind Direction(¡ã),wt_V
1983,1,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
1983,1,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
1983,1,3,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
1983,1,4,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
1983,1,5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
1983,1,6,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
1983,1,7,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
1983,1,8,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
1983,1,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
1983,1,10,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
1983,1,11,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
1983,1,12,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
1983,1,13,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
1983,1,14,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
1983,1,15,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
1983,1,16,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
1983,1,17,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
1983,1,18,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
1983,1,19,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
1983,1,20,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
1983,1,21,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
1983,1,22,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
1983,1,23,NA,0.125,NA,0,NA,0.125,NA,0.125,NA,0,NA,NA,0.125
1983,1,24,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
1983,1,25,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
1983,1,26,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
1983,1,27,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
1983,1,28,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
1983,1,29,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
1983,1,30,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
1983,1,31,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
1983,2,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
1983,2,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
1983,2,3,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
1983,2,4,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
1983,2,5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
1983,2,6,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
1983,2,7,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0
1983,2,8,NA,0,NA,0,NA,0.125,NA,0.125,NA,0,NA,NA,0.125
1983,2,9,-12.18,0.5,1006.88,0.75,2.6,0.625,172.67,0.75,NA,0,1.54,348.12,0.625
1983,2,10,-10.6,0.25,1004.76,1,1.73,1,220.62,1,NA,0,1.27,310.32,1
1983,2,11,-11.7,0.25,989.44,1,1.67,0.875,123.71,0.875,NA,0,1.09,92.1,0.875
1983,2,12,-14.72,0.625,985.22,1,3.55,1,78.25,1,NA,0,3.5,78.2,1
1983,2,13,-14.04,0.875,994.9,1,3.08,1,75.62,1,NA,0,2.7,39.6,1
1983,2,14,-13.05,0.75,996.04,1,2.48,1,98.12,1,NA,0,1.53,66.81,1
1983,2,15,-13.4,0.625,993.42,1,3.41,0.875,143.62,1,NA,0,2.77,151.72,0.875
1983,2,16,-13.27,0.375,992.26,1,2.1,1,152.75,1,NA,0,1.59,36.38,1
1983,2,17,-15.31,0.875,990.79,1,2.85,0.75,66.75,1,NA,0,2.45,58.18,0.75
1983,2,18,-14.5,0.25,986.65,1,2.56,0.875,78.71,0.875,NA,0,2.17,68.99,0.875
1983,2,19,-18.4,0.875,984.36,1,3.24,0.875,84.29,0.875,NA,0,2.51,96.47,0.875
